Date,Close,High,Low,Open,Volume
2016-07-01,32.55447006225586,32.694434659459375,32.241603772191496,32.36510453269856,6904600
2016-07-05,32.472145080566406,32.57094697541331,32.28277949324349,32.365114405615905,10029300
2016-07-06,33.6165771484375,33.657743034664094,32.31571378653766,32.33218076917946,13177200
2016-07-07,34.052947998046875,34.22584663918943,33.59188181424365,33.616583863518606,17624400
2016-07-08,34.48929977416992,34.80216611324105,34.217602455552985,34.250533274858924,11071800
2016-07-11,34.678680419921875,34.83511522789013,34.57988163751228,34.604580547925515,9052300
2016-07-12,34.96683883666992,35.11503854189067,34.69513833017994,34.85980501828697,8266200
2016-07-13,34.768035888671875,35.22365639514521,34.66862536499895,34.99170482678128,7920200
2016-07-14,35.024837493896484,35.14081327472083,34.80945435238028,35.07454275429392,9011900
2016-07-15,34.8757209777832,35.231934070591045,34.81773309384729,35.12424409191159,7693500
2016-07-18,34.867435455322266,34.983411213570186,34.63548393882643,34.83429862150789,7524200
2016-07-19,34.627193450927734,34.78459181013367,34.46151246444347,34.743169193436124,8462800
2016-07-20,35.331329345703125,35.554994995811604,34.875705939663945,35.45558768908547,13686500
2016-07-21,35.65441131591797,35.96920169891249,35.463879296704924,35.52186716515664,11456400
2016-07-22,35.76210021972656,35.83665649985525,35.46387825931354,35.66269289958889,10204500
2016-07-25,35.9609260559082,35.98577710147038,35.67926928582785,35.68755507441687,11525900
2016-07-26,36.11832046508789,36.1348888817906,35.91950578486011,35.94435682986299,8664800
2016-07-27,36.17629623413086,36.36683138238262,35.8200864546157,36.09345733844851,15188200
2016-07-28,36.822452545166016,37.4106169354106,36.391683324675206,36.46623959668518,18284700
2016-07-29,37.070980072021484,37.377487849240914,36.665061804810314,36.764472294802054,13423200
2016-08-01,37.51831817626953,37.7585554560271,37.046129404388545,37.07098044708689,12152400
2016-08-02,37.33606719970703,37.93251748020548,37.16210358792897,37.87452960961279,10352700
2016-08-03,37.23667907714844,37.35265487814628,37.13727169916508,37.33608645513179,7783100
2016-08-04,37.12068557739258,37.35263706879619,37.09583137466929,37.32778602617497,6583500
2016-08-05,37.493465423583984,37.617726962085854,37.170389215601766,37.27808233829657,6555300
2016-08-08,37.29464340209961,37.61771954639287,37.17866767441501,37.32778022718137,7657900
2016-08-09,37.344356536865234,37.427195456985864,37.269800244715775,37.336070748791826,6486200
2016-08-10,37.12068557739258,37.51831805984252,37.01299245919716,37.34435444128981,6026000
2016-08-11,37.319496154785156,37.39405243459239,37.070976275461625,37.1538151818689,5756200
2016-08-12,37.31121063232422,37.360912708270334,36.90529243818928,37.12896126025121,6686300
2016-08-15,37.402347564697266,37.468618074357636,37.153824463188975,37.44376702824781,6525600
2016-08-16,37.21180725097656,37.34435457236049,37.128968335213685,37.294649326841515,7584400
2016-08-17,37.01299285888672,37.394056930336795,36.814175035463755,37.394056930336795,8630300
2016-08-18,36.74790573120117,37.062699311830556,36.65678102416881,37.012994064330485,6548800
2016-08-19,36.64849090576172,36.7064787692753,36.15973379893186,36.59049988214658,9439100
2016-08-22,36.590511322021484,36.747909709426786,36.27572086741596,36.515958182853765,6518400
2016-08-23,36.36683654785156,36.797602658706474,36.36683654785156,36.756183204982165,7400600
2016-08-24,35.76210021972656,36.532514061022425,35.67926131296212,36.41653832751152,7578500
