band,confidence,entry_date,exit_date,exit_price,holding_days,mae_r,market_regime,market_regime_score,mfe_r,momentum_score,r_multiple,relative_strength_score,return_pct,sector,signal_date,stop_hit,support_resistance_score,ticker,tp1_hit,tp2_hit,trend_score,verdict,volatility_score,volume_score
75-89,78,2024-10-18,2024-11-29,111.05068969726562,30,-0.804351311816347,Risk-on,90,0.034475549355554844,100,-0.22033787474822722,59,-2.3788431818165168,Utilities,2024-10-17,False,25,DUK,True,False,100,BUY,90,70
60-74,71,2024-10-22,2024-10-30,173.05,7,-0.2883940703259903,Risk-on,90,2.665107050026444,70,1.5118282220284063,29,6.595379484138651,Communication Services,2024-10-21,False,50,GOOGL,True,True,85,WATCH,90,70
60-74,65,2024-10-24,2024-11-06,145.26,10,-0.2594690187581098,Risk-on,90,0.5418678276930335,80,0.362480110067258,29,3.2757796824016903,Energy,2024-10-23,False,25,CVX,True,True,85,WATCH,90,45
75-89,81,2024-10-24,2024-11-06,83.72,10,-0.327258287835421,Risk-on,90,0.46633233229731624,100,0.3444323013138762,83,2.258937062816244,Consumer Staples,2024-10-23,False,25,WMT,True,True,100,BUY,90,70
60-74,72,2024-10-24,2024-11-01,62.05,7,-1.136791491335282,Risk-on,90,0.14492521093988217,20,-1.0540802816973185,45,-3.8274324285042107,Consumer Staples,2024-10-23,True,100,KO,False,False,65,WATCH,90,100
60-74,71,2024-10-28,2024-11-07,179.64,9,-0.5347660672223151,Risk-on,90,0.9948316584138667,80,0.6891835641766368,93,4.985950990685523,Technology,2024-10-25,False,25,ORCL,True,True,100,WATCH,90,20
60-74,69,2024-10-28,2024-11-06,293.08,8,-0.05975293701780741,Risk-on,90,1.9283853781356484,90,1.0200813952747423,44,5.02754337790336,Financials,2024-10-25,False,50,V,True,True,75,WATCH,90,45
75-89,83,2024-10-29,2024-11-07,290.77,8,-0.3851306272269262,Risk-on,90,0.5248399848613127,100,0.38229118198426304,89,9.662977675503752,Consumer Discretionary,2024-10-28,False,25,TSLA,True,True,100,BUY,90,85
60-74,61,2024-10-29,2024-10-31,198.12,3,-1.2915237443689824,Risk-on,90,1.0977855104956336,20,-1.098871869862764,23,-2.200563324533216,Real Estate,2024-10-28,True,70,AMT,False,False,65,WATCH,90,70
60-74,71,2024-10-30,2024-12-04,241.76,25,-0.7899522531078583,Risk-on,90,0.7071723731508255,80,0.6293343134823316,52,4.455757486857455,Technology,2024-10-29,False,25,AAPL,True,True,100,WATCH,90,45
75-89,77,2024-10-30,2024-12-05,437.37,26,-0.8434467750230504,Risk-on,90,0.2074234547844629,100,0.12891522727065347,43,1.1206327640887093,Technology,2024-10-29,False,25,MSFT,True,True,100,BUY,90,70
75-89,81,2024-10-30,2024-11-01,198.38,3,-0.4952725260651583,Risk-on,90,0.295208916059412,100,0.1651094073702062,62,1.6373301568678043,Consumer Discretionary,2024-10-29,False,25,AMZN,True,True,100,BUY,90,85
60-74,62,2024-10-30,2024-11-08,148.48,8,-1.1556135263876521,Risk-on,90,0.49096890125502113,20,-1.0884991361866088,29,-2.4324237809782887,Health Care,2024-10-29,True,100,JNJ,False,False,65,WATCH,90,45
60-74,60,2024-10-31,2024-11-18,729.22,13,-1.261728687400088,Risk-on,90,0.16814669262421675,20,-1.01598394498054,45,-11.964051298383875,Health Care,2024-10-30,True,50,LLY,False,False,50,WATCH,90,100
75-89,80,2024-10-31,2024-12-11,186.58,29,-0.5210286801499096,Risk-on,90,1.2383077601063823,90,0.7770040316091072,45,8.193182609560019,Communication Services,2024-10-30,False,25,GOOGL,True,True,100,BUY,90,100
60-74,62,2024-11-01,2024-11-06,191.07,4,-1.6262539676707204,Risk-on,90,0.07289882685279614,20,-1.0292198226338343,27,-6.811554356917454,Real Estate,2024-10-31,True,100,AMT,False,False,50,WATCH,90,70
60-74,61,2024-11-01,2024-12-13,104.7710189819336,30,-0.7257500475217015,Risk-on,90,0.7865817137235629,20,-0.6788211108929917,22,-3.4504239250871205,Real Estate,2024-10-31,False,100,PLD,False,False,40,WATCH,90,85
75-89,84,2024-11-04,2024-11-07,207.78,4,-0.10006268685344134,Risk-on,90,0.7019680907444127,100,0.4840550070152753,72,5.50880070249238,Consumer Discretionary,2024-11-01,False,25,AMZN,True,True,100,BUY,90,100
0-59,58,2024-11-04,2024-11-06,60.38,3,-1.1770585875462225,Risk-on,90,0.2177236832502213,20,-1.0783166004609996,26,-2.7190187027524275,Consumer Staples,2024-11-01,True,100,KO,False,False,50,SKIP,90,45
60-74,69,2024-11-04,2024-11-06,70.85,3,-1.6810432589482907,Risk-on,90,0.512086784561622,20,-1.0543748214294146,36,-3.808138046181903,Utilities,2024-11-01,True,100,NEE,False,False,65,WATCH,90,85
60-74,63,2024-11-05,2024-12-12,163.48,27,-1.0921822427414882,Risk-on,90,2.0520710630219887,20,-1.0461081300571116,42,-4.44130611335607,Industrials,2024-11-04,True,100,GE,False,False,65,WATCH,90,45
75-89,78,2024-11-07,2024-12-19,224.9366149902344,30,-0.37657652028860067,Risk-on,90,0.24172499678661288,60,-0.30290906696050085,68,-4.962691258363712,Financials,2024-11-06,False,25,JPM,True,False,100,BUY,90,100
75-89,82,2024-11-07,2024-11-22,45.24,12,-0.08449298986337601,Risk-on,90,0.329927899651598,90,0.2900903602552069,67,4.209661522922356,Financials,2024-11-06,False,25,BAC,True,True,100,BUY,90,100
75-89,78,2024-11-07,2024-12-19,537.6981811523438,30,-0.39477673899531696,Risk-on,90,0.2257106001030058,60,-0.3178497182537313,72,-5.879696245340859,Financials,2024-11-06,False,25,GS,True,False,100,BUY,90,100
75-89,78,2024-11-07,2024-11-18,151.11,8,-0.25048390701176043,Risk-on,90,0.36963659512971514,100,0.3178935226411818,52,2.8021572863130104,Energy,2024-11-06,False,25,CVX,True,True,85,BUY,90,100
75-89,85,2024-11-07,2024-12-19,352.8526916503906,30,-0.9111869338362526,Risk-on,90,0.05575367866681969,100,-0.9180560655099878,80,-13.377334281533356,Industrials,2024-11-06,False,25,CAT,True,False,100,BUY,90,100
75-89,84,2024-11-07,2024-11-19,86.01,9,-0.05775148566713851,Risk-on,90,0.7649468264850166,100,0.5807375247822937,76,4.104143857677215,Consumer Staples,2024-11-06,False,25,WMT,True,True,100,BUY,90,100
60-74,63,2024-11-07,2024-11-15,58.81,7,-1.1720113625221174,Risk-on,90,0.02712171301870039,20,-1.050420411899211,19,-4.085616482256649,Consumer Staples,2024-11-06,True,100,KO,False,False,40,WATCH,90,100
60-74,66,2024-11-07,2024-12-19,66.71260833740234,30,-0.9605799908827238,Risk-on,90,1.7345342096640806,20,-0.9836930419886951,24,-4.824535223360801,Utilities,2024-11-06,False,100,NEE,False,False,50,WATCH,90,100
60-74,62,2024-11-07,2024-12-18,175.37,29,-1.1709416485393842,Risk-on,90,0.8653805770738778,20,-1.0301154852785859,10,-6.621240042092648,Real Estate,2024-11-06,True,100,AMT,False,False,40,WATCH,90,100
75-89,77,2024-11-07,2024-12-02,312.89,17,-0.08294800704082765,Risk-on,90,0.26599153463512976,60,0.22418414612686594,67,2.840804624619512,Financials,2024-11-06,False,25,V,True,True,100,BUY,90,100
75-89,76,2024-11-08,2024-12-20,134.49911499023438,30,-0.8493806257703476,Risk-on,90,0.15636883424903178,100,-0.5572956682316227,76,-9.687057404514633,Technology,2024-11-07,False,25,NVDA,True,False,100,BUY,90,45
75-89,83,2024-11-08,2024-11-21,188.85,10,-0.16857351933466155,Risk-on,90,0.4058877283178298,90,0.24453302220046808,100,3.1316858292420777,Technology,2024-11-07,False,25,ORCL,True,True,100,BUY,90,85
75-89,80,2024-11-08,2024-12-04,219.74,18,-0.43474661173365886,Risk-on,90,0.3142913481274757,90,0.2929919560927899,71,4.520710206718688,Consumer Discretionary,2024-11-07,False,25,AMZN,True,True,100,BUY,90,85
75-89,83,2024-11-08,2024-11-08,319.1,1,-0.015775290859907955,Risk-on,90,0.28480663206302115,90,0.18578996056507469,100,6.412527112046661,Consumer Discretionary,2024-11-07,False,25,TSLA,True,True,100,BUY,90,85
75-89,81,2024-11-11,2024-11-11,350.08,1,-0.06882382751109438,Risk-on,90,0.07995416956318077,60,0.0191249856424996,100,0.8399811581174301,Consumer Discretionary,2024-11-08,False,25,TSLA,True,True,100,BUY,90,100
60-74,62,2024-11-11,2024-11-13,144.88,3,-1.2171898116751254,Risk-on,90,0.5355543395988975,20,-1.087603528497023,30,-2.454989201775562,Health Care,2024-11-08,True,100,JNJ,False,False,40,WATCH,90,85
75-89,80,2024-11-11,2024-12-04,977.96,17,-0.39994831518689117,Risk-on,90,0.48431559076377295,90,0.4094586504187513,51,4.197152073549851,Consumer Staples,2024-11-08,False,25,COST,True,True,100,BUY,90,100
0-59,59,2024-11-11,2024-11-18,435.34,6,-1.0098432886931468,Risk-on,90,0.18770421264743872,20,-1.0633887825313486,35,-3.303024970269068,Materials,2024-11-08,True,100,LIN,False,False,50,SKIP,90,45
75-89,81,2024-11-12,2024-12-06,382.49,18,-0.22359340901539587,Risk-on,90,0.30912005263253656,60,0.25785032966986565,100,11.330402814382106,Consumer Discretionary,2024-11-11,False,25,TSLA,True,True,100,BUY,90,100
60-74,68,2024-11-12,2024-12-12,504.53,22,-1.1042984046251676,Risk-on,90,0.04886760662014283,90,-1.0121988614794892,52,-15.337669283860897,Health Care,2024-11-11,True,25,UNH,False,False,100,WATCH,90,20
75-89,81,2024-11-12,2024-11-12,220.56,1,-0.2378267955142935,Risk-on,90,0.07904546404973727,100,-0.2023061502787002,62,-3.5164222634691322,Industrials,2024-11-11,False,25,HON,True,True,100,BUY,90,85
75-89,78,2024-11-13,2024-12-26,221.96209716796875,30,-0.2823427068936042,Risk-on,90,0.11351139430045144,60,-0.06719215400575436,69,-1.0991180921910597,Industrials,2024-11-12,False,25,HON,False,False,100,BUY,90,100
0-59,59,2024-11-14,2024-12-11,141.48,19,-1.2298297606916135,Risk-on,90,0.9968790971437905,20,-1.0649924585952624,28,-3.2276186742092947,Health Care,2024-11-13,True,100,JNJ,False,False,40,SKIP,90,70
60-74,73,2024-11-15,2024-11-25,410.82,7,-0.11718134233975185,Risk-on,90,0.8502750648805186,90,0.7946251932324525,59,6.294113380322805,Consumer Discretionary,2024-11-14,False,25,HD,True,True,100,WATCH,90,45
75-89,78,2024-11-18,2024-12-11,105.83,17,-1.009825406853477,Risk-on,90,0.38823125738290637,90,-1.026695357439695,48,-7.414205501230693,Energy,2024-11-15,True,25,XOM,True,False,100,BUY,90,85
60-74,63,2024-11-18,2024-12-31,59.67747497558594,30,-0.18756897719484206,Risk-on,90,1.881444903888084,20,0.4247188018892101,19,1.174311506275323,Consumer Staples,2024-11-15,False,100,KO,False,False,40,WATCH,90,100
60-74,73,2024-11-18,2024-12-06,619.04,14,-0.335557690816998,Risk-on,90,2.941044936522661,40,2.601442027032721,51,11.502060022380956,Communication Services,2024-11-15,False,100,META,True,True,65,WATCH,90,85
60-74,61,2024-11-19,2025-01-02,769.6976318359375,30,-0.1079034214205776,Risk-on,90,3.2967113607379446,20,1.5216400280495626,0,8.359117975300963,Health Care,2024-11-18,False,100,LLY,False,False,40,WATCH,90,100
60-74,73,2024-11-19,2024-12-19,134.01,22,-1.1130455814695779,Risk-on,90,0.26908697601391923,90,-1.0176451116505998,58,-10.915945484487011,Energy,2024-11-18,True,25,CVX,True,False,100,WATCH,90,45
0-59,58,2024-11-19,2024-12-13,427.58,18,-1.523350836995352,Risk-on,90,2.951849062552688,20,-1.134970184902384,32,-1.6694397903734604,Materials,2024-11-18,True,100,LIN,False,False,50,SKIP,90,45
75-89,83,2024-11-20,2024-11-22,89.01,3,-0.10190312512299984,Risk-on,90,0.5929270005123939,100,0.49997193316728716,67,4.152424614490615,Consumer Staples,2024-11-19,False,25,WMT,True,True,100,BUY,90,100
60-74,64,2024-11-21,2024-12-13,190.03,16,-0.7282977565142404,Risk-on,90,5.165580894100977,20,2.176390413874612,45,15.7976652123764,Technology,2024-11-20,False,100,AVGO,True,True,65,WATCH,90,45
75-89,85,2024-11-22,2025-01-07,159.37,30,-1.0388262022025443,Risk-on,90,0.17043830463474688,90,-1.0116252914735855,100,-16.02537721350993,Technology,2024-11-21,True,25,ORCL,True,False,100,BUY,90,100
60-74,74,2024-11-25,2025-01-08,44.67794418334961,30,-0.5848238679833165,Risk-on,90,0.10918373205210816,90,-0.12480667785997304,70,-1.9252534200152511,Financials,2024-11-22,False,25,BAC,True,False,100,WATCH,90,45
75-89,78,2024-11-25,2024-12-03,91.72,6,-0.13249719579707722,Risk-on,90,0.27161777944907095,60,0.21785310527005186,72,2.697066598718023,Consumer Staples,2024-11-22,False,25,WMT,True,True,100,BUY,90,100
75-89,79,2024-11-26,2025-01-10,375.06640625,30,-0.8044151206082969,Risk-on,90,0.18177408401516373,100,-0.6490728584643425,68,-8.789796187886367,Consumer Discretionary,2024-11-25,False,25,HD,True,False,100,BUY,90,70
60-74,68,2024-12-02,2024-12-17,101.61,12,-1.0568772907022543,Risk-on,90,0.018130559221785112,100,-1.0224001169871393,29,-8.73841885106004,Utilities,2024-11-29,True,25,DUK,False,False,100,WATCH,90,20
60-74,69,2024-12-03,2025-01-16,313.7139892578125,30,-0.41256280630433945,Risk-on,90,0.13409537182128814,70,-0.019771835675272995,51,-0.20269857014051482,Financials,2024-12-02,False,25,V,True,False,100,WATCH,90,45
60-74,73,2024-12-04,2024-12-06,94.28,3,-0.03369663404419766,Risk-on,90,0.2024026513931471,60,0.1573156819051017,67,2.2306089147452752,Consumer Staples,2024-12-03,False,25,WMT,True,True,100,WATCH,90,70
75-89,76,2024-12-05,2024-12-11,247.99,5,-0.0852149428081503,Risk-on,90,0.24128560058564727,90,0.17925877239056967,49,2.0354325446546837,Technology,2024-12-04,False,25,AAPL,True,True,100,BUY,90,70
75-89,79,2024-12-05,2024-12-09,227.64,3,-0.029173835145574485,Risk-on,90,0.41520853754789416,100,0.31486501161752806,67,4.151117698149019,Consumer Discretionary,2024-12-04,False,25,AMZN,True,True,100,BUY,90,70
60-74,72,2024-12-05,2025-01-21,940.1598510742188,30,-0.7047760474141784,Risk-on,90,0.1746069118478689,90,-0.34230335065384604,51,-4.189649261211884,Consumer Staples,2024-12-04,False,25,COST,True,False,100,WATCH,90,45
60-74,72,2024-12-06,2025-01-22,440.9688415527344,30,-0.7445156788625376,Risk-on,90,0.31930882013260536,100,0.0653229988978541,40,0.6305225242571092,Technology,2024-12-05,False,25,MSFT,True,False,100,WATCH,90,45
75-89,77,2024-12-09,2024-12-11,413.78,3,-0.16445701067350937,Risk-on,90,0.2248649102725189,90,0.12592219609541902,100,3.810780765377078,Consumer Discretionary,2024-12-06,False,25,TSLA,True,True,100,BUY,90,45
60-74,73,2024-12-09,2025-01-23,92.55361938476562,30,-0.4782442558471987,Risk-on,90,0.029316846119532558,60,-0.13618980655606774,71,-1.9640254908679382,Consumer Staples,2024-12-06,False,25,WMT,False,False,100,WATCH,90,70
75-89,82,2024-12-09,2025-01-23,633.319580078125,30,-0.46688074481093644,Risk-on,90,0.1511467441786761,100,0.12236485956225325,71,1.8374819686851107,Communication Services,2024-12-06,False,25,META,True,False,100,BUY,90,85
75-89,79,2024-12-10,2025-01-24,234.8500061035156,30,-0.2713570021698773,Risk-on,90,0.2766172347925649,90,0.22206284189603595,79,3.6188336247234623,Consumer Discretionary,2024-12-09,False,25,AMZN,True,False,100,BUY,90,70
75-89,76,2024-12-12,2024-12-24,254.64,9,-0.04630347466608742,Risk-on,90,0.3887939275633794,90,0.303846535492541,57,3.5423984473289836,Technology,2024-12-11,False,25,AAPL,True,True,100,BUY,90,70
75-89,78,2024-12-12,2024-12-16,451.34,3,-0.07290571635732634,Risk-on,90,0.27659499389968867,60,0.18429609752174578,100,5.978366495748493,Consumer Discretionary,2024-12-11,False,25,TSLA,True,True,100,BUY,90,85
60-74,62,2024-12-12,2024-12-20,137.47,7,-1.1243677381664552,Risk-on,90,0.12338519743547505,20,-1.0722115780485117,11,-2.9290765385170077,Health Care,2024-12-11,True,100,JNJ,False,False,40,WATCH,90,100
60-74,64,2024-12-12,2024-12-16,103.42,3,-1.1685765314577812,Risk-on,90,0.24613562083106794,20,-1.073856400674478,30,-2.8691104327718637,Energy,2024-12-11,True,100,XOM,False,False,40,WATCH,90,100
75-89,79,2024-12-12,2025-01-28,194.28521728515625,30,-0.2643313497560895,Risk-on,90,0.19247714505700567,60,-0.005028493063927249,78,-0.09631308712407131,Communication Services,2024-12-11,False,25,GOOGL,True,False,100,BUY,90,100
60-74,63,2024-12-13,2024-12-17,471.35,3,-1.5177829091937192,Risk-on,90,0.4405219109518806,20,-1.0380750510957304,17,-5.313237075762426,Health Care,2024-12-12,True,100,UNH,False,False,40,WATCH,90,100
60-74,65,2024-12-13,2025-01-23,189.49,26,-0.8326690278945236,Risk-on,90,5.737155516719005,20,3.435962161167349,15,15.269551877901566,Industrials,2024-12-12,False,100,GE,True,True,50,WATCH,90,100
75-89,81,2024-12-16,2024-12-16,238.95,1,-0.01274538991101512,Risk-on,90,0.2323022711826957,60,0.11938785188507095,100,4.42652057446611,Technology,2024-12-13,False,25,AVGO,True,True,100,BUY,90,100
0-59,56,2024-12-16,2024-12-18,101.44,3,-1.766660787689407,Risk-on,90,0.26162927225194044,20,-1.0588481398794776,14,-3.5384496227010245,Real Estate,2024-12-13,True,100,PLD,False,False,25,SKIP,90,85
0-59,59,2024-12-16,2024-12-18,416.66,3,-1.273022173923251,Risk-on,90,0.0,20,-1.0789198025602957,22,-2.700006176182188,Materials,2024-12-13,True,100,LIN,False,False,40,SKIP,90,70
75-89,81,2024-12-17,2025-01-31,218.48361206054688,30,-0.4563836917079047,Risk-on,90,0.0983847725213539,60,-0.20084693915072077,100,-8.045046098479396,Technology,2024-12-16,False,25,AVGO,False,False,100,BUY,90,100
75-89,78,2024-12-17,2025-01-31,404.6000061035156,30,-0.5979189510734372,Risk-on,90,0.07192607167637673,60,-0.41999384847198284,100,-15.20959979533208,Consumer Discretionary,2024-12-16,False,25,TSLA,True,False,100,BUY,90,85
60-74,61,2024-12-17,2024-12-19,100.43,3,-1.1756339592382672,Risk-on,90,0.8668797590474726,20,-1.1200762813488583,23,-1.850199343538759,Energy,2024-12-16,True,100,XOM,False,False,40,WATCH,90,85
60-74,62,2024-12-18,2025-02-03,527.862548828125,30,-0.07463556641554812,Risk-on,90,1.8206933237758909,20,1.6318349242881705,8,11.964818183414252,Health Care,2024-12-17,False,100,UNH,False,False,40,WATCH,90,100
0-59,58,2024-12-18,2025-02-03,107.39801788330078,30,-0.7264395770799905,Risk-on,90,1.9598750773894151,20,1.803563041637334,26,5.161959379245832,Utilities,2024-12-17,False,100,DUK,False,False,50,SKIP,90,45
0-59,56,2024-12-19,2025-01-08,166.91,13,-1.2396861216780513,Defensive,35,0.5128669644889149,20,-1.0622088453736775,2,-3.3609500034184148,Real Estate,2024-12-18,True,100,AMT,False,False,40,SKIP,90,100
0-59,51,2024-12-19,2025-01-30,116.25,27,-0.8419990988148689,Defensive,35,3.829827972888136,20,3.7782857955300178,11,16.556048033226855,Real Estate,2024-12-18,False,100,PLD,True,True,25,SKIP,90,85
0-59,55,2024-12-19,2025-01-06,404.24,11,-1.0240191354500539,Defensive,35,0.43095438663313235,20,-1.0838691995517264,22,-2.554210962932729,Materials,2024-12-18,True,100,LIN,False,False,40,SKIP,90,85
60-74,66,2024-12-20,2025-01-17,252.13,18,-0.054407314955544114,Defensive,35,3.6514593038488283,20,3.4884923399728214,69,12.323182414607482,Financials,2024-12-19,False,100,JPM,True,True,65,WATCH,90,85
60-74,66,2024-12-20,2025-01-21,612.87,19,-0.06804506542354734,Defensive,35,2.970431719677943,20,2.778707087450055,69,13.514584204045704,Financials,2024-12-19,False,100,GS,True,True,65,WATCH,90,85
0-59,57,2024-12-20,2025-02-05,104.57840728759766,30,-0.2188324321973344,Defensive,35,2.432678876554138,20,1.374255637038294,34,3.9448085248909455,Energy,2024-12-19,False,100,XOM,False,False,40,SKIP,90,85
60-74,64,2024-12-20,2025-02-05,143.4814453125,30,-0.08177968590376015,Defensive,35,5.016028466736074,20,2.8361526895374736,46,8.379352864547688,Energy,2024-12-19,False,100,CVX,False,False,55,WATCH,90,100
0-59,59,2024-12-20,2025-02-05,352.65252685546875,30,-0.7764452719948698,Defensive,35,4.583208352020472,20,0.06711525703205763,30,0.21398273816225902,Industrials,2024-12-19,False,100,CAT,False,False,50,SKIP,90,85
0-59,55,2024-12-20,2025-01-10,64.65,13,-1.2711673550373908,Defensive,35,1.646031290945558,20,-1.0685478838873004,13,-3.0728408232199875,Utilities,2024-12-19,True,100,NEE,False,False,40,SKIP,90,85
60-74,69,2024-12-23,2025-01-27,119.99,22,-1.2144275070928905,Risk-on,90,1.0372652102107478,35,-1.0158550183932076,64,-12.054036307698125,Technology,2024-12-20,True,70,NVDA,True,False,65,WATCH,90,85
60-74,60,2024-12-23,2025-02-06,147.31564331054688,30,-0.8259577922956391,Risk-on,90,2.081714955857556,20,1.747370546296138,23,5.880672492316016,Health Care,2024-12-20,False,100,JNJ,False,False,25,WATCH,90,100
60-74,65,2024-12-26,2025-01-16,226.82,14,-1.0079591389569627,Risk-on,90,0.059265020429404854,60,-1.0161926690272851,66,-11.821232263758123,Technology,2024-12-24,True,25,AAPL,True,False,100,WATCH,90,20
60-74,68,2024-12-27,2025-01-10,208.01,9,-1.0727222704627326,Risk-on,90,0.03214077836194015,80,-1.0324229156612965,66,-6.177934481382414,Industrials,2024-12-26,True,25,HON,False,False,100,WATCH,90,20
0-59,47,2025-01-02,2025-02-11,63.1,27,-0.891476101202145,Defensive,35,2.677105957388982,40,1.6811529641737273,25,5.3241097088498295,Consumer Staples,2024-12-31,False,85,KO,True,True,40,SKIP,90,20
0-59,44,2025-01-03,2025-01-17,719.63,10,-1.0479004200021154,Defensive,35,0.5240770475374539,55,-1.0294712256669192,16,-6.757005687398767,Health Care,2025-01-02,True,85,LLY,False,False,25,SKIP,90,20
0-59,55,2025-01-07,2025-02-06,451.26,21,-0.1758324773294289,Risk-on,90,5.604078104120884,20,5.369884225786237,19,11.453351041241099,Materials,2025-01-06,False,100,LIN,True,True,25,SKIP,90,70
0-59,53,2025-01-08,2025-01-10,152.64,2,-1.2035715966453029,Defensive,35,0.25981410333256877,20,-1.0480515998669049,31,-4.273261637584317,Technology,2025-01-07,True,100,ORCL,False,False,50,SKIP,90,45
75-89,76,2025-01-10,2025-02-06,46.36,19,-0.307802072697526,Defensive,35,0.4518866035962671,100,0.4231986175785863,69,3.982266772138704,Financials,2025-01-08,False,25,BAC,True,True,100,BUY,90,85
0-59,48,2025-01-10,2025-02-24,181.9186248779297,30,-0.2857713208398341,Defensive,35,5.058701344466882,40,4.5218249783956175,11,10.35871698574361,Real Estate,2025-01-08,False,100,AMT,False,False,25,SKIP,90,45
60-74,61,2025-01-13,2025-01-22,184.46,7,-0.23245145447614673,Defensive,35,6.352312972279799,20,5.570026344366518,27,21.761020813554623,Technology,2025-01-10,False,100,ORCL,True,True,50,WATCH,90,100
60-74,62,2025-01-13,2025-02-25,378.337158203125,30,-0.6269287910229575,Defensive,35,1.8834027693840274,20,0.12143961239315988,38,0.5949899287705802,Consumer Discretionary,2025-01-10,False,100,HD,False,False,50,WATCH,90,100
0-59,59,2025-01-13,2025-02-06,202.27,18,-1.7874422043897875,Defensive,35,1.7246170852546983,20,-1.0661217068405033,51,-3.176682349195482,Industrials,2025-01-10,True,100,HON,False,False,65,SKIP,90,45
0-59,57,2025-01-13,2025-02-25,68.15644073486328,30,-0.6498182622055417,Defensive,35,3.2387640717051327,20,1.8527246981722132,13,5.780882344002851,Utilities,2025-01-10,False,100,NEE,False,False,40,SKIP,90,100
60-74,69,2025-01-17,2025-01-21,219.13,2,-1.098244437573258,Risk-on,90,0.004607726939327775,20,-1.0386780350510167,40,-5.235531617004321,Technology,2025-01-16,True,100,AAPL,False,False,65,WATCH,90,85
60-74,69,2025-01-17,2025-01-24,324.95,5,-0.048289868726733194,Risk-on,90,0.6836215602058174,80,0.5246382247321604,68,3.2448810616108896,Financials,2025-01-16,False,25,V,True,True,100,WATCH,90,20
75-89,83,2025-01-21,2025-01-29,260.41,7,-0.01829058162507781,Risk-on,90,0.2738172684870104,90,0.19816330431469917,77,2.914826148833616,Financials,2025-01-17,False,25,JPM,True,True,100,BUY,90,100
0-59,55,2025-01-21,2025-02-05,837.18,12,-0.12500781194374094,Risk-on,90,2.8221675824897776,20,2.7685116152502496,4,15.454795714750247,Health Care,2025-01-17,False,100,LLY,True,True,25,SKIP,90,85
60-74,71,2025-01-22,2025-03-05,234.50096130371097,30,-0.014950655473036601,Risk-on,90,4.132361989394139,20,2.1282077984495205,34,7.113882833339654,Technology,2025-01-21,False,100,AAPL,False,False,65,WATCH,90,100
75-89,84,2025-01-22,2025-02-06,638.67,12,-0.11366887972907042,Risk-on,90,0.2529390099689489,90,0.2315633667563171,87,3.624833188609859,Financials,2025-01-21,False,25,GS,True,True,100,BUY,90,100
60-74,73,2025-01-22,2025-02-03,991.92,9,-0.34660808777695046,Risk-on,90,0.8183356047316379,70,0.6536258244138645,52,4.859674239476112,Consumer Staples,2025-01-21,False,25,COST,True,True,100,WATCH,90,70
75-89,76,2025-01-23,2025-02-25,394.9,23,-1.0490018083288564,Risk-on,90,0.144455363449295,80,-1.0197438684924793,50,-9.83176179372899,Technology,2025-01-22,True,25,MSFT,True,False,100,BUY,90,85
75-89,75,2025-01-23,2025-03-06,148.38955688476562,30,-0.878771290056647,Risk-on,90,0.2023650100170693,80,-0.8546788338621437,52,-17.12613175749438,Technology,2025-01-22,False,25,ORCL,False,False,85,BUY,90,100
75-89,77,2025-01-24,2025-03-07,192.2316131591797,30,-0.3479956011477895,Risk-on,90,0.223629912388302,60,-0.2133440395598964,63,-4.515135478657303,Industrials,2025-01-23,False,25,GE,True,False,100,BUY,90,100
75-89,75,2025-01-24,2025-01-27,95.27,2,-0.019173189777119657,Risk-on,90,0.5857940611353492,100,0.4214099005881781,67,2.9772730462618644,Consumer Staples,2025-01-23,False,25,WMT,True,True,100,BUY,90,45
75-89,75,2025-01-24,2025-01-28,662.82,3,-0.15592129604862806,Risk-on,90,0.6154878285711657,100,0.37678211824333147,61,4.409355268412517,Communication Services,2025-01-23,False,25,META,True,True,100,BUY,90,45
75-89,77,2025-01-27,2025-02-25,209.99,21,-1.3569433944263436,Risk-on,90,0.9916599381461635,100,-1.0267134101126065,89,-7.409506126751047,Consumer Discretionary,2025-01-24,True,25,AMZN,True,False,100,BUY,90,45
60-74,74,2025-01-27,2025-01-28,334.04,2,-0.06625808251438066,Risk-on,90,0.24012411183254842,90,0.21842020173108753,73,2.111717339309861,Financials,2025-01-24,False,25,V,True,True,100,WATCH,90,45
60-74,64,2025-01-28,2025-03-07,107.46,28,-1.0042451458995578,Risk-on,90,1.513578596672935,20,-1.0161042029935545,11,-11.8813393804606,Technology,2025-01-27,True,100,NVDA,False,False,55,WATCH,70,100
75-89,81,2025-01-28,2025-02-04,98.56,6,-0.0825382248336715,Risk-on,90,0.3747442244844439,90,0.24722980283591495,82,2.4898694392699987,Consumer Staples,2025-01-27,False,25,WMT,True,True,100,BUY,90,85
75-89,78,2025-01-29,2025-01-31,341.04,3,-0.004555191604923127,Risk-on,90,0.4516449765498117,90,0.25975371930146485,72,2.8497583621635085,Financials,2025-01-28,False,25,V,True,True,100,BUY,90,70
75-89,82,2025-01-29,2025-02-05,707.85,6,-0.08372768941321779,Risk-on,90,0.3707001698038253,90,0.29987350969499055,69,5.126997184131049,Communication Services,2025-01-28,False,25,META,True,True,100,BUY,90,100
